,Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name
1534,100773206,Nsd1,nuclear receptor binding SET domain protein 1,"This gene encodes a protein containing a SET domain, 2 LXXLL motifs, 3 nuclear translocation signals (NLSs), 4 plant homeodomain (PHD) finger regions, and a proline-rich region. The encoded protein enhances androgen receptor (AR) transactivation, and this enhancement can be increased further in the presence of other androgen receptor associated coregulators. This protein may act as a nucleus-localized, basic transcriptional factor and also as a bifunctional transcriptional regulator. Mutations of this gene have been associated with Sotos syndrome and Weaver syndrome. One version of childhood acute myeloid leukemia is the result of a cryptic translocation with the breakpoints occurring within nuclear receptor-binding Su-var, enhancer of zeste, and trithorax domain protein 1 on chromosome 5 and nucleoporin, 98-kd on chromosome 11. Multiple transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Sep 2018]",ENSCGRG00015017709,ENSCGRG00001008636,XM_003498158,XP_003498206,"['GO:0008270', 'GO:0045893', 'GO:0000978', 'GO:0003712', 'GO:0033135', 'GO:0046975', 'GO:1903025', 'GO:0050681', 'GO:0018024', 'GO:0005634', 'GO:0005515']",A0A8C2LLF9,64324,NSD1
1535,100761860,Sdr9c7,short chain dehydrogenase/reductase family 9C member 7,"This gene encodes a protein with similarity to the short-chain dehydrogenase/reductase (SDR) family but has not been shown to have retinoid or dehydrogenase activities. [provided by RefSeq, Apr 2010]",ENSCGRG00015028367,ENSCGRG00001014788,XM_003506172,XP_003506220,"['GO:0004745', 'GO:0004745', 'GO:0016491']",A0A8C2M5R5,121214,SDR9C7
1536,100767712,LOC100767712,poly(ADP-ribose) polymerase family member 9,,,,XM_027435253,XP_027291054,, ,83666,PARP9
1537,100774024,Nagpa,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,"Hydrolases are transported to lysosomes after binding to mannose 6-phosphate receptors in the trans-Golgi network. This gene encodes the enzyme that catalyzes the second step in the formation of the mannose 6-phosphate recognition marker on lysosomal hydrolases. Commonly known as 'uncovering enzyme' or UCE, this enzyme removes N-acetyl-D-glucosamine (GlcNAc) residues from GlcNAc-alpha-P-mannose moieties and thereby produces the recognition marker. The encoded preproprotein is proteolytically processed by furin to generate the mature enzyme, a homotetramer of two disulfide-linked homodimers. Mutations in this gene are associated with developmental stuttering in human patients. [provided by RefSeq, Oct 2015]",ENSCGRG00015012454,ENSCGRG00001024156,XM_035459623,XP_035315514,['GO:0033299'], ,51172,NAGPA
1538,100765147,Slc37a1,solute carrier family 37 member 1,"The protein encoded by this gene localizes to the endoplasmic reticulum (ER) membrane. This protein translocates glucose-6-phosphate from the cytoplasm into the lumen of the ER for hydrolysis into glucose by another ER membrane protein. This gene is a member of the solute carrier 37 gene family. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Feb 2016]",ENSCGRG00015023099,ENSCGRG00001019505,XM_035457123,XP_035313014,"['GO:0005789', 'GO:0035435', 'GO:0061513', 'GO:0015760', 'GO:0055085', 'GO:0022857', 'GO:0016021']", ,54020,SLC37A1
1539,100767862,Gapdhs,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic","This gene encodes a protein belonging to the glyceraldehyde-3-phosphate dehydrogenase family of enzymes that play an important role in carbohydrate metabolism. Like its somatic cell counterpart, this sperm-specific enzyme functions in a nicotinamide adenine dinucleotide-dependent manner to remove hydrogen and add phosphate to glyceraldehyde 3-phosphate to form 1,3-diphosphoglycerate. During spermiogenesis, this enzyme may play an important role in regulating the switch between different energy-producing pathways, and it is required for sperm motility and male fertility. [provided by RefSeq, Jul 2008]",ENSCGRG00015012560,ENSCGRG00001023198,XM_016977182,XP_016832671,"['GO:0006006', 'GO:0050661', 'GO:0016620', 'GO:0051287']", ,26330,GAPDHS
1540,100754334,Phkg1,phosphorylase kinase catalytic subunit gamma 1,"This gene is a member of the Ser/Thr protein kinase family and encodes a protein with one protein kinase domain and two calmodulin-binding domains. This protein is the catalytic member of a 16 subunit protein kinase complex which contains equimolar ratios of 4 subunit types. The complex is a crucial glycogenolytic regulatory enzyme. This gene has two pseudogenes at chromosome 7q11.21 and one at chromosome 11p11.12. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, May 2012]",ENSCGRG00015019368,ENSCGRG00001003774,XM_003509482,XP_003509530,"['GO:0000166', 'GO:0005524', 'GO:0004689', 'GO:0004672', 'GO:0016301', 'GO:0006468', 'GO:0016310', 'GO:0005516', 'GO:0005975', 'GO:0005977', 'GO:0004674', 'GO:0005978', 'GO:0005964', 'GO:0008047']",G3I2L8,5260,PHKG1
1541,100759604,Xylt2,xylosyltransferase 2,"The protein encoded by this gene is an isoform of xylosyltransferase, which belongs to a family of glycosyltransferases. This enzyme transfers xylose from UDP-xylose to specific serine residues of the core protein and initiates the biosynthesis of glycosaminoglycan chains in proteoglycans including chondroitin sulfate, heparan sulfate, heparin and dermatan sulfate. The enzyme activity, which is increased in scleroderma patients, is a diagnostic marker for the determination of sclerotic activity in systemic sclerosis. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Dec 2013]",ENSCGRG00015024316,ENSCGRG00001021636,XM_003501356,XP_003501404,"['GO:0000287', 'GO:0005615', 'GO:0030145', 'GO:0015012', 'GO:0050650', 'GO:0030166', 'GO:0030158', 'GO:0030166', 'GO:0030158', 'GO:0006024', 'GO:0030210', 'GO:0016757', 'GO:0016020']", ,64132,XYLT2
1542,100769608,Vrk3,VRK serine/threonine kinase 3,"This gene encodes a member of the vaccinia-related kinase (VRK) family of serine/threonine protein kinases. In both human and mouse, this gene has substitutions at several residues within the ATP binding motifs that in other kinases have been shown to be required for catalysis. In vitro assays indicate the protein lacks phosphorylation activity. The protein, however, likely retains its substrate binding capability. This gene is widely expressed in human tissues and its protein localizes to the nucleus. Alternative splicing results in multiple transcripts encoding different isoforms. [provided by RefSeq, Jul 2008]",ENSCGRG00015019590,ENSCGRG00001001410,XM_016979911,XP_016835400,"['GO:0005730', 'GO:0005654', 'GO:0043231', 'GO:0005634', 'GO:0032516', 'GO:0070373', 'GO:0019903', 'GO:0019903', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0007519']",A0A8C2LDQ8,51231,VRK3
1543,100763093,Atp6v1c2,ATPase H+ transporting V1 subunit C2,"This gene encodes a component of vacuolar ATPase (V-ATPase), a multisubunit enzyme that mediates acidification of eukaryotic intracellular organelles. V-ATPase dependent organelle acidification is necessary for such intracellular processes as protein sorting, zymogen activation, receptor-mediated endocytosis, and synaptic vesicle proton gradient generation. V-ATPase is composed of a cytosolic V1 domain and a transmembrane V0 domain. The V1 domain consists of three A,three B, and two G subunits, as well as a C, D, E, F, and H subunit. The V1 domain contains the ATP catalytic site. This gene encodes alternate transcriptional splice variants, encoding different V1 domain C subunit isoforms. [provided by RefSeq, Jul 2008]",ENSCGRG00015003709,ENSCGRG00001021615,XM_035455080,XP_035310971,"['GO:0030177', 'GO:0042802', 'GO:0033180', 'GO:1902600', 'GO:0046961', 'GO:0015078', 'GO:0046961', 'GO:0006811', 'GO:1902600', 'GO:0015078', 'GO:0033180', 'GO:0046961']", ,245973,ATP6V1C2
1544,100767175,Setd7,"SET domain containing 7, histone lysine methyltransferase","Enables histone-lysine N-methyltransferase activity and p53 binding activity. Involved in peptidyl-lysine dimethylation and peptidyl-lysine monomethylation. Acts upstream of or within cellular response to DNA damage stimulus and heterochromatin organization. Located in chromosome and nucleolus. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015008068,ENSCGRG00001021541,XM_035455041,XP_035310932,"['GO:0006355', 'GO:0005634', 'GO:0016740', 'GO:0008168', 'GO:0032259', 'GO:0005694', 'GO:0002039', 'GO:0016279', 'GO:0018024', 'GO:0006325', 'GO:0006974', 'GO:0018022', 'GO:0018026', 'GO:0018027', 'GO:0034968', 'GO:0051570', 'GO:0070828', 'GO:0005730', 'GO:0005515', 'GO:0006479', 'GO:0140945', 'GO:0005694', 'GO:0034968', 'GO:0018024', 'GO:0006355', 'GO:0005515']", ,80854,SETD7
1545,100770270,Pdk3,pyruvate dehydrogenase kinase 3,"The pyruvate dehydrogenase (PDH) complex is a nuclear-encoded mitochondrial multienzyme complex that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). It provides the primary link between glycolysis and the tricarboxylic acid (TCA) cycle, and thus is one of the major enzymes responsible for the regulation of glucose metabolism. The enzymatic activity of PDH is regulated by a phosphorylation/dephosphorylation cycle, and phosphorylation results in inactivation of PDH. The protein encoded by this gene is one of the three pyruvate dehydrogenase kinases that inhibits the PDH complex by phosphorylation of the E1 alpha subunit. This gene is predominantly expressed in the heart and skeletal muscles. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2010]",ENSCGRG00015014551,ENSCGRG00001023514,XM_027438830,XP_027294631,"['GO:0016740', 'GO:0000166', 'GO:0005524', 'GO:0004672', 'GO:0016301', 'GO:0016310', 'GO:0005739', 'GO:0005759', 'GO:0004674', 'GO:0004740', 'GO:0010510', 'GO:0010906', 'GO:0018105', 'GO:0035357', 'GO:0071398', 'GO:0097411', 'GO:2000377', 'GO:0005730']",G3HQ51,5165,PDK3
1546,100757523,Ube2d2,ubiquitin conjugating enzyme E2 D2,"Regulated degradation of misfolded, damaged or short-lived proteins in eukaryotes occurs via the ubiquitin (Ub)-proteasome system (UPS). An integral part of the UPS system is the ubiquitination of target proteins and covalent linkage of Ub-containing proteins to form polymeric chains, marking them as targets for 26S proteasome-mediated degradation. Ubiquitination of proteins is mediated by a cascade of enzymes which includes E1 (ubiquitin activating), E2 (ubiquitin conjugating), and E3 (ubiquitin ligases) enzymes. This gene encodes a member of the E2 enzyme family. Substrates of this enzyme include the tumor suppressor protein p53 and peroxisomal biogenesis factor 5 (PEX5). Alternative splicing results in multiple transcript variants of this gene. [provided by RefSeq, May 2013]",ENSCGRG00015002896,ENSCGRG00001017664,XM_007647874,XP_007646064,"['GO:0004842', 'GO:0032991', 'GO:0061631', 'GO:0070936', 'GO:0016567', 'GO:0000209', 'GO:0000151', 'GO:0051865', 'GO:0061630']", ,7322,UBE2D2
1547,100758957,Herc2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,"This gene belongs to the HERC gene family that encodes a group of unusually large proteins, which contain multiple structural domains. All members have at least 1 copy of an N-terminal region showing homology to the cell cycle regulator RCC1 and a C-terminal HECT (homologous to E6-AP C terminus) domain found in a number of E3 ubiquitin protein ligases. Genetic variations in this gene are associated with skin/hair/eye pigmentation variability. Multiple pseudogenes of this gene are located on chromosomes 15 and 16. [provided by RefSeq, Mar 2012]",ENSCGRG00015026619,ENSCGRG00001021715,XM_035458529,XP_035314420,"['GO:0005634', 'GO:0005737', 'GO:0006974', 'GO:0016567', 'GO:0061630', 'GO:0031625', 'GO:0005829', 'GO:0007283', 'GO:0005886', 'GO:0043161', 'GO:0032183', 'GO:0016567', 'GO:0046872', 'GO:0004842', 'GO:0008270', 'GO:0016567', 'GO:0046872', 'GO:0004842', 'GO:0008270']", ,8924,HERC2
1548,100761272,Vrk1,VRK serine/threonine kinase 1,"This gene encodes a member of the vaccinia-related kinase (VRK) family of serine/threonine protein kinases. This gene is widely expressed in human tissues and has increased expression in actively dividing cells, such as those in testis, thymus, fetal liver, and carcinomas. Its protein localizes to the nucleus and has been shown to promote the stability and nuclear accumulation of a transcriptionally active p53 molecule and, in vitro, to phosphorylate Thr18 of p53 and reduce p53 ubiquitination. This gene, therefore, may regulate cell proliferation. This protein also phosphorylates histone, casein, and the transcription factors ATF2 (activating transcription factor 2) and c-JUN. [provided by RefSeq, Jul 2008]",ENSCGRG00015013134,ENSCGRG00001013851,XM_035456425,XP_035312316,"['GO:0000166', 'GO:0005524', 'GO:0004672', 'GO:0016301', 'GO:0006468', 'GO:0016310', 'GO:0004674', 'GO:0005634', 'GO:0004674', 'GO:0006974', 'GO:0005795', 'GO:0005730', 'GO:0005654', 'GO:0005829', 'GO:0046777', 'GO:0004672', 'GO:0006468', 'GO:0019901', 'GO:0072354', 'GO:0035175', 'GO:0090166', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0120187', 'GO:0042393', 'GO:0006468', 'GO:0004672', 'GO:0005524']",G3HHD8,7443,VRK1
1549,100772559,Map3k2,mitogen-activated protein kinase kinase kinase 2,"The protein encoded by this gene is a member of serine/threonine protein kinase family. This kinase preferentially activates other kinases involved in the MAP kinase signaling pathway. This kinase has been shown to directly phosphorylate and activate Ikappa B kinases, and thus plays a role in NF-kappa B signaling pathway. This kinase has also been found to bind and activate protein kinase C-related kinase 2, which suggests its involvement in a regulated signaling process. [provided by RefSeq, Jul 2008]",ENSCGRG00015024007,ENSCGRG00001024310,XM_003504201,XP_003504249,"['GO:0005654', 'GO:0005829', 'GO:0004672', 'GO:0035556', 'GO:0019901', 'GO:0071260', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']", ,10746,MAP3K2
1550,100771550,Smpd2,sphingomyelin phosphodiesterase 2,"This gene encodes a protein which was initially identified as a sphingomyelinase based on sequence similarity between bacterial sphingomyelinases and a yeast protein. Subsequent studies showed that its biological function is less likely to be as a sphingomyelinase and instead as a lysophospholipase. [provided by RefSeq, Oct 2009]",ENSCGRG00015000285,ENSCGRG00001019999,XM_003496988,XP_003497036,"['GO:0005886', 'GO:0008081', 'GO:0006685', 'GO:0004767', 'GO:0004767', 'GO:0003824']",A0A8C2MR96,6610,SMPD2
1551,100773646,Napsa,napsin A aspartic peptidase,"This gene encodes a member of the peptidase A1 family of aspartic proteases. The encoded preproprotein is proteolytically processed to generate an activation peptide and the mature protease. The activation peptides of aspartic proteinases function as inhibitors of the protease active site. These peptide segments, or pro-parts, are deemed important for correct folding, targeting, and control of the activation of aspartic proteinase zymogens. The encoded protease may play a role in the proteolytic processing of pulmonary surfactant protein B in the lung and may function in protein catabolism in the renal proximal tubules. This gene has been described as a marker for lung adenocarcinoma and renal cell carcinoma. [provided by RefSeq, Feb 2016]",ENSCGRG00015020011,ENSCGRG00001023776,XM_035461488,XP_035317379,"['GO:0008233', 'GO:0005764', 'GO:0005615', 'GO:0004175', 'GO:0004175', 'GO:0033619', 'GO:0033619', 'GO:0043129', 'GO:0097208', 'GO:0004190', 'GO:0006508']", ,9476,NAPSA
1552,100759002,LOC100759002,"cytochrome b-c1 complex subunit Rieske, mitochondrial","Predicted to enable oxidoreductase activity. Involved in mitochondrial respiratory chain complex III assembly and respiratory electron transport chain. Located in mitochondrion. Part of mitochondrial respiratory chain complex III and mitochondrial respiratory chain complex IV. Implicated in mitochondrial complex III deficiency. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015004291,ENSCGRG00001008222,XM_016980938,XP_016836427,"['GO:0005739', 'GO:0051537', 'GO:0008121', 'GO:0016020']", ,7386,UQCRFS1
1553,100770092,Clock,clock circadian regulator,"The protein encoded by this gene plays a central role in the regulation of circadian rhythms. The protein encodes a transcription factor of the basic helix-loop-helix (bHLH) family and contains DNA binding histone acetyltransferase activity. The encoded protein forms a heterodimer with ARNTL (BMAL1) that binds E-box enhancer elements upstream of Period (PER1, PER2, PER3) and Cryptochrome (CRY1, CRY2) genes and activates transcription of these genes. PER and CRY proteins heterodimerize and repress their own transcription by interacting in a feedback loop with CLOCK/ARNTL complexes. Polymorphisms in this gene may be associated with behavioral changes in certain populations and with obesity and metabolic syndrome. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]",ENSCGRG00015007259,ENSCGRG00001012746,XM_027384018,XP_027239819,"['GO:0003677', 'GO:0005634', 'GO:0005694', 'GO:0004402', 'GO:0007283', 'GO:0005829', 'GO:0045893', 'GO:0043565', 'GO:0045892', 'GO:0000978', 'GO:0042752', 'GO:0070888', 'GO:0071479', 'GO:0005654', 'GO:0005737', 'GO:0043231', 'GO:0045944', 'GO:0000981', 'GO:0003700', 'GO:0005667', 'GO:0007623', 'GO:0032922', 'GO:0050729', 'GO:0043161', 'GO:2000323', 'GO:0051092', 'GO:0006355', 'GO:0000077', 'GO:0001228', 'GO:0006473', 'GO:0051775', 'GO:0031490', 'GO:0032922', 'GO:0042634', 'GO:0050796', 'GO:2000074', 'GO:0033391', 'GO:1990837', 'GO:0005667', 'GO:0003700', 'GO:0046983', 'GO:0005737', 'GO:0006355', 'GO:0005634', 'GO:0042753', 'GO:0042753', 'GO:1990513', 'GO:0005667', 'GO:0003700', 'GO:0046983', 'GO:0005737', 'GO:0006355', 'GO:0005634']", ,9575,CLOCK
1554,100760827,Nqo2,N-ribosyldihydronicotinamide:quinone reductase 2,"This gene encodes a member of the thioredoxin family of enzymes. It is a cytosolic and ubiquitously expressed flavoprotein that catalyzes the two-electron reduction of quinone substrates and uses dihydronicotinamide riboside as a reducing coenzyme. Mutations in this gene have been associated with neurodegenerative diseases and several cancers. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2014]",ENSCGRG00015002854,ENSCGRG00001004425,XM_007653503,XP_007651693,"['GO:0022900', 'GO:0001512', 'GO:0008270', 'GO:0009055', 'GO:0016491', 'GO:0016661', 'GO:0031404', 'GO:0042803', 'GO:0071949', 'GO:1904408', 'GO:1905594', 'GO:0005654', 'GO:0005829', 'GO:1901662']",G3IEG3,4835,NQO2
1555,100756446,Nit2,nitrilase family member 2,"Enables omega-amidase activity. Involved in asparagine metabolic process; glutamine metabolic process; and oxaloacetate metabolic process. Located in centrosome and cytosol. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015007095,ENSCGRG00001001825,XM_035457412,XP_035313303,"['GO:0016787', 'GO:0016811', 'GO:0050152', 'GO:0006107', 'GO:0006528', 'GO:0006541', 'GO:0006807', 'GO:0005813', 'GO:0005829']", ,56954,NIT2
1556,100767245,Inpp4a,inositol polyphosphate-4-phosphatase type I A,"This gene encodes an Mg++ independent enzyme that hydrolyzes the 4-position phosphate from the inositol ring of phosphatidylinositol 3,4-bisphosphate, inositol 1,3,4-trisphosphate, and inositol 3,4-bisphosphate. Multiple transcript variants encoding distinct isoforms have been described. [provided by RefSeq, Aug 2008]",ENSCGRG00015012655,ENSCGRG00001002899,XM_035446077,XP_035301968,"['GO:0005634', 'GO:0005737', 'GO:0005654', 'GO:0031965', 'GO:0016316', 'GO:0016316', 'GO:0016316', 'GO:0016316', 'GO:0016316', 'GO:0016316']",A0A8C2LEX8,3631,INPP4A
1557,100762285,St6galnac3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3","ST6GALNAC3 belongs to a family of sialyltransferases that transfer sialic acids from CMP-sialic acid to terminal positions of carbohydrate groups in glycoproteins and glycolipids (Lee et al., 1999 [PubMed 10207017]).[supplied by OMIM, Mar 2008]",ENSCGRG00015020412,ENSCGRG00001021202,XM_003496450,XP_003496498,"['GO:0005654', 'GO:0008373', 'GO:0009100', 'GO:0006677', 'GO:0006687', 'GO:0008373', 'GO:0006486']", ,256435,ST6GALNAC3
1558,100752219,Fcsk,fucose kinase,"The protein encoded by this gene belongs to the GHMP (galacto-, homoserine, mevalonate and phosphomevalonate) kinase family and catalyzes the phosphorylation of L-fucose to form beta-L-fucose 1-phosphate. This enzyme catalyzes the first step in the utilization of free L-fucose in glycoprotein and glycolipid synthesis. L-fucose may be important in mediating a number of cell-cell interactions such as blood group antigen recognition, inflammation, and metastatis. While several transcript variants may exist for this gene, the full-length nature of only one has been described to date. [provided by RefSeq, Jul 2008]",ENSCGRG00015011454,ENSCGRG00001025027,XM_003501052,XP_003501100,"['GO:0046835', 'GO:0050201', 'GO:0050201', 'GO:0042352', 'GO:0016772', 'GO:0005524']",A0A8C2QQ86,197258,FUK
1559,100766809,LOC100766809,cytochrome c oxidase subunit 6B1,,ENSCGRG00015015728,,XM_003505555,XP_003505603,, ,1340,COX6B1
1560,100750935,LOC100750935,inactive pancreatic lipase-related protein 1,"Predicted to enable calcium ion binding activity. Predicted to be involved in lipid catabolic process. Predicted to be located in extracellular region. Biomarker of prostate cancer. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015010303,ENSCGRG00001006752,XM_035438197,XP_035294088,"['GO:0052689', 'GO:0004806', 'GO:0016298', 'GO:0006629', 'GO:0005515']", ,5407,PNLIPRP1
1561,100774221,Scly,selenocysteine lyase,"Selenocysteine lyase (SCLY; EC 4.4.1.16) catalyzes the pyridoxal 5-prime phosphate-dependent conversion of L-selenocysteine to L-alanine and elemental selenium (Mihara et al., 2000 [PubMed 10692412]).[supplied by OMIM, Mar 2008]",ENSCGRG00015014479,ENSCGRG00001024710,XM_007649916,XP_007648106,"['GO:0005794', 'GO:0003824']", ,51540,SCLY
1562,100758878,LOC100758878,cytochrome c oxidase copper chaperone,,ENSCGRG00015016556,,XM_003509150,XP_003509198,,A0A8C2M6J4,10063,COX17
1563,100689388,Ilk,integrin linked kinase,"This gene encodes a protein with a kinase-like domain and four ankyrin-like repeats. The encoded protein associates at the cell membrane with the cytoplasmic domain of beta integrins, where it regulates integrin-mediated signal transduction. Activity of this protein is important in the epithelial to mesenchymal transition, and over-expression of this gene is implicated in tumor growth and metastasis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jun 2013]",ENSCGRG00015012747,ENSCGRG00001022853,XM_016980813,XP_016836302,"['GO:0016740', 'GO:0005524', 'GO:0004672', 'GO:0016301', 'GO:0006468', 'GO:0016310', 'GO:0007229', 'GO:0005925', 'GO:0001658', 'GO:0003151', 'GO:0008284', 'GO:0010761', 'GO:0014044', 'GO:0018105', 'GO:0021675', 'GO:0022011', 'GO:0030030', 'GO:0030513', 'GO:0043491', 'GO:0045197', 'GO:0045669', 'GO:2000178', 'GO:0030027', 'GO:0030017', 'GO:0005515', 'GO:0004674', 'GO:0019901', 'GO:0000902', 'GO:0001934', 'GO:0009967', 'GO:0033209', 'GO:0034446', 'GO:0042327', 'GO:0045893', 'GO:0090263', 'GO:1900026', 'GO:1901224', 'GO:0005654', 'GO:0005886', 'GO:0008283', 'GO:0061351', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']",C0SSX9,3611,ILK
1564,100763623,LOC100763623,electrogenic sodium bicarbonate cotransporter 1,,ENSCGRG00015009798,,XM_035436929,XP_035292820,, ,8671,SLC4A4
1565,100757874,Styxl1,serine/threonine/tyrosine interacting like 1,"Enables protein phosphatase binding activity; protein phosphatase inhibitor activity; and pseudophosphatase activity. Involved in several processes, including negative regulation of phosphoprotein phosphatase activity; negative regulation of stress granule assembly; and positive regulation of intrinsic apoptotic signaling pathway. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015005196,ENSCGRG00001012136,XM_007641669,XP_007639859,"['GO:0005739', 'GO:0010976', 'GO:2001242', 'GO:2001244', 'GO:0019903', 'GO:0004864', 'GO:0001691', 'GO:0032515', 'GO:0062030', 'GO:0008138', 'GO:0006470', 'GO:0016311', 'GO:0008138', 'GO:0006470', 'GO:0016311']", ,51657,STYXL1
1566,100759316,Lck,"LCK proto-oncogene, Src family tyrosine kinase","This gene is a member of the Src family of protein tyrosine kinases (PTKs). The encoded protein is a key signaling molecule in the selection and maturation of developing T-cells. It contains N-terminal sites for myristylation and palmitylation, a PTK domain, and SH2 and SH3 domains which are involved in mediating protein-protein interactions with phosphotyrosine-containing and proline-rich motifs, respectively. The protein localizes to the plasma membrane and pericentrosomal vesicles, and binds to cell surface receptors, including CD4 and CD8, and other signaling molecules. Multiple alternatively spliced variants encoding different isoforms have been described. [provided by RefSeq, Aug 2016]",ENSCGRG00015009468,ENSCGRG00001024830,XM_035454722,XP_035310613,"['GO:0004713', 'GO:0004722', 'GO:0006468', 'GO:0042802', 'GO:0045121', 'GO:0008022', 'GO:0005886', 'GO:0051117', 'GO:0030217', 'GO:0019901', 'GO:0000242', 'GO:2001244', 'GO:0042169', 'GO:0019903', 'GO:0006919', 'GO:0043548', 'GO:0038083', 'GO:0001772', 'GO:0034116', 'GO:0050870', 'GO:0001784', 'GO:0006882', 'GO:0042609', 'GO:0042608', 'GO:0042610', 'GO:0018108', 'GO:1903039', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0004715', 'GO:0016004', 'GO:0043274', 'GO:0035556', 'GO:0009410', 'GO:0038094']", ,3932,LCK
1567,100762475,Rbp1,retinol binding protein 1,"This gene encodes the carrier protein involved in the transport of retinol (vitamin A alcohol) from the liver storage site to peripheral tissue. Vitamin A is a fat-soluble vitamin necessary for growth, reproduction, differentiation of epithelial tissues, and vision. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2008]",,ENSCGRG00001020893,XM_007641465,XP_007639655,"['GO:0006776', 'GO:0002138', 'GO:0005654', 'GO:0005829', 'GO:0005811', 'GO:0042572', 'GO:0042573', 'GO:0030852', 'GO:0033189', 'GO:0008289', 'GO:0005829']", ,5947,RBP1
1568,100689446,Gart,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","The protein encoded by this gene is a trifunctional polypeptide. It has phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase activity which is required for de novo purine biosynthesis. This enzyme is highly conserved in vertebrates. Alternative splicing of this gene results in two transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]",ENSCGRG00015013800,ENSCGRG00001016948,XM_035455079,XP_035310970,"['GO:0016740', 'GO:0046872', 'GO:0000166', 'GO:0005524', 'GO:0008152', 'GO:0016874', 'GO:0009058', 'GO:0006164', 'GO:0006189', 'GO:0009113', 'GO:0003824', 'GO:0004637', 'GO:0004641', 'GO:0004644', 'GO:0006177', 'GO:0044208', 'GO:0055086', 'GO:0097294', 'GO:0005829', 'GO:0072522']",B2ZA78,2618,GART
1569,100751465,Ssr4,signal sequence receptor subunit 4,"This gene encodes the delta subunit of the translocon-associated protein complex which is involved in translocating proteins across the endoplasmic reticulum membrane. The encoded protein is located in the Xq28 region and is arranged in a compact head-to-head manner with the isocitrate dehydrogenase 3 (NAD+) gamma gene and both genes are driven by a CpG-embedded bidirectional promoter. Alternate splicing results in multiple transcript variants.[provided by RefSeq, Mar 2011]",,ENSCGRG00001019369,XM_007647045,XP_007645235,"['GO:0005783', 'GO:0005783', 'GO:0016021']",A0A8C2MJJ4,6748,SSR4
1570,100757047,Fut1,fucosyltransferase 1 (H blood group),"This gene encodes a Golgi stack membrane protein that is involved in the creation of a precursor of the H antigen, which is required for the final step in the synthesis of soluble A and B antigens. This is one of two genes encoding the galactoside 2-L-fucosyltransferase enzyme. Mutations in this gene are a cause of the H-Bombay blood group. [provided by RefSeq, Aug 2016]",ENSCGRG00015016496,ENSCGRG00001007818,XM_035459977,XP_035315868,"['GO:0016020', 'GO:0016740', 'GO:0016757', 'GO:0005975', 'GO:0008107', 'GO:0006486', 'GO:0005794', 'GO:0032580', 'GO:0006629', 'GO:0031127', 'GO:0001936', 'GO:0001954', 'GO:0010595', 'GO:0021772', 'GO:0030155', 'GO:0036065', 'GO:1903672', 'GO:1904906', 'GO:0008417', 'GO:0009312']", ,2523,FUT1
