Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name,system
100751421,Pla2g6,phospholipase A2 group VI,"The protein encoded by this gene is an A2 phospholipase, a class of enzyme that catalyzes the release of fatty acids from phospholipids. The encoded protein may play a role in phospholipid remodelling, arachidonic acid release, leukotriene and prostaglandin synthesis, fas-mediated apoptosis, and transmembrane ion flux in glucose-stimulated B-cells. Several transcript variants encoding multiple isoforms have been described, but the full-length nature of only three of them have been determined to date. [provided by RefSeq, Dec 2010]",ENSCGRG00015002664,ENSCGRG00001016761,XM_007654979,XP_007653169,"['GO:0006629', 'GO:0005515', 'GO:0005886', 'GO:0016020', 'GO:0016787', 'GO:0003847', 'GO:0005737', 'GO:0005739', 'GO:0006629', 'GO:0004623', 'GO:0016290', 'GO:0102991', 'GO:0042995', 'GO:0017171', 'GO:0003824', 'GO:0035774', 'GO:0004622', 'GO:0004622', 'GO:0034638', 'GO:0031143', 'GO:0047499', 'GO:0005515', 'GO:0047499', 'GO:0102545', 'GO:0035774', 'GO:0046338', 'GO:0046469', 'GO:0046473', 'GO:0042802', 'GO:0019731', 'GO:0032049', 'GO:0034638', 'GO:0035965', 'GO:0005615', 'GO:0005829', 'GO:0034451']", ,8398,PLA2G6,Lipid Metabolism
100768098,Abl1,"ABL proto-oncogene 1, non-receptor tyrosine kinase","This gene is a protooncogene that encodes a protein tyrosine kinase involved in a variety of cellular processes, including cell division, adhesion, differentiation, and response to stress. The activity of the protein is negatively regulated by its SH3 domain, whereby deletion of the region encoding this domain results in an oncogene. The ubiquitously expressed protein has DNA-binding activity that is regulated by CDC2-mediated phosphorylation, suggesting a cell cycle function. This gene has been found fused to a variety of translocation partner genes in various leukemias, most notably the t(9;22) translocation that results in a fusion with the 5' end of the breakpoint cluster region gene (BCR; MIM:151410). Alternative splicing of this gene results in two transcript variants, which contain alternative first exons that are spliced to the remaining common exons. [provided by RefSeq, Aug 2014]",ENSCGRG00015010259,ENSCGRG00001024699,XM_035437478,XP_035293369,"['GO:0005634', 'GO:0005524', 'GO:0016301', 'GO:0005737', 'GO:0000287', 'GO:0006974', 'GO:0004713', 'GO:0004715', 'GO:0048471', 'GO:0001934', 'GO:0030145', 'GO:0030036', 'GO:0006468', 'GO:0043065', 'GO:0070064', 'GO:0032956', 'GO:0008022', 'GO:0005654', 'GO:0043123', 'GO:0007204', 'GO:0042127', 'GO:0016604', 'GO:0043065', 'GO:0005829', 'GO:0032991', 'GO:0070374', 'GO:0006909', 'GO:0004672', 'GO:0071222', 'GO:0018108', 'GO:0050853', 'GO:0005730', 'GO:0009791', 'GO:0051015', 'GO:0019904', 'GO:0010595', 'GO:0048536', 'GO:0001843', 'GO:0072359', 'GO:0006979', 'GO:0006979', 'GO:0032729', 'GO:0043542', 'GO:0070373', 'GO:0006468', 'GO:0030182', 'GO:0050885', 'GO:0015629', 'GO:0031113', 'GO:0051726', 'GO:0031252', 'GO:0048538', 'GO:0030509', 'GO:0016301', 'GO:0050852', 'GO:0046777', 'GO:0098609', 'GO:0050731', 'GO:0051496', 'GO:0034446', 'GO:0030514', 'GO:0038083', 'GO:0045931', 'GO:0032956', 'GO:0007249', 'GO:0017124', 'GO:0043124', 'GO:0090050', 'GO:0021587', 'GO:0045580', 'GO:0038191', 'GO:2001020', 'GO:0019905', 'GO:0001784', 'GO:0045930', 'GO:1903905', 'GO:0001922', 'GO:0032743', 'GO:0007173', 'GO:0051019', 'GO:0070997', 'GO:0033690', 'GO:0071901', 'GO:0050798', 'GO:0042770', 'GO:2000772', 'GO:0048008', 'GO:2000406', 'GO:0060563', 'GO:0070371', 'GO:0060020', 'GO:0051353', 'GO:2000251', 'GO:0042100', 'GO:0030035', 'GO:1903053', 'GO:0032489', 'GO:1900272', 'GO:0022408', 'GO:0002322', 'GO:0046632', 'GO:0051894', 'GO:2000096', 'GO:2000352', 'GO:1905244', 'GO:0035791', 'GO:0046875', 'GO:0007229', 'GO:0070301', 'GO:0002333', 'GO:0051281', 'GO:1901216', 'GO:2000773', 'GO:0000400', 'GO:0000405', 'GO:0005080', 'GO:0042169', 'GO:1990837', 'GO:0030516', 'GO:0038189', 'GO:0051444', 'GO:0071103', 'GO:1900026', 'GO:1900275', 'GO:1904528', 'GO:1904531', 'GO:1905555', 'GO:1990051', 'GO:0004715', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0051649', 'GO:0090398', 'GO:0043621', 'GO:1904157', 'GO:1904518', 'GO:0004715', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']", ,25,ABL1,Protein Product Synthesis
100769786,Ethe1,ETHE1 persulfide dioxygenase,"This gene encodes a member of the metallo beta-lactamase family of iron-containing proteins involved in the mitochondrial sulfide oxidation pathway. The encoded protein catalyzes the oxidation of a persulfide substrate to sulfite. Certain mutations in this gene cause ethylmalonic encephalopathy, an infantile metabolic disorder affecting the brain, gastrointestinal tract and peripheral vessels. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Mar 2016]",ENSCGRG00015014486,ENSCGRG00001000826,XM_003508363,XP_003508411,"['GO:0005506', 'GO:0042802', 'GO:0005654', 'GO:0005739', 'GO:0005737', 'GO:0006749', 'GO:0070813', 'GO:0050313']", ,23474,ETHE1,Amino Acid Metabolism
100752084,Stt3b,STT3 oligosaccharyltransferase complex catalytic subunit B,"The protein encoded by this gene is a catalytic subunit of a protein complex that transfers oligosaccharides onto asparagine residues. Defects in this gene are a cause of congenital disorder of glycosylation Ix (CDG1X). [provided by RefSeq, Jun 2014]",ENSCGRG00015007521,ENSCGRG00001022574,XM_007648452,XP_007646642,"['GO:0006986', 'GO:0030433', 'GO:0018279', 'GO:0004579', 'GO:0004576', 'GO:0005783', 'GO:0032991', 'GO:0006516', 'GO:0043687', 'GO:0043686', 'GO:0008250', 'GO:0006486', 'GO:0016020', 'GO:0006487', 'GO:0004576', 'GO:0006486', 'GO:0016020']",G3GV85,201595,STT3B,Protein Product Synthesis
100771720,Gal3st4,galactose-3-O-sulfotransferase 4,"This gene encodes a member of the galactose-3-O-sulfotransferase protein family. The product of this gene catalyzes sulfonation by transferring a sulfate to the C-3' position of galactose residues in O-linked glycoproteins. This enzyme is highly specific for core 1 structures, with asialofetuin, Gal-beta-1,3-GalNAc and Gal-beta-1,3 (GlcNAc-beta-1,6)GalNAc being good substrates. [provided by RefSeq, Jul 2008]",ENSCGRG00015022513,ENSCGRG00001023710,XM_035461180,XP_035317071,"['GO:0009247', 'GO:0001733', 'GO:0016021', 'GO:0016020', 'GO:0009101', 'GO:0050694', 'GO:0009247', 'GO:0001733', 'GO:0016021']", ,79690,GAL3ST4,Amino Acid Metabolism
100758196,Cers4,ceramide synthase 4,,ENSCGRG00015019755,,XM_035458225,XP_035314116,, ,79603,CERS4,Lipid Metabolism
100752633,Dusp9,dual specificity phosphatase 9,"The protein encoded by this gene is a member of the dual specificity protein phosphatase subfamily. These phosphatases inactivate their target kinases by dephosphorylating both the phosphoserine/threonine and phosphotyrosine residues. They negatively regulate members of the mitogen-activated protein (MAP) kinase superfamily (MAPK/ERK, SAPK/JNK, p38), which is associated with cellular proliferation and differentiation. Different members of the family of dual specificity phosphatases show distinct substrate specificities for various MAP kinases, different tissue distribution and subcellular localization, and different modes of inducibility of their expression by extracellular stimuli. This gene product shows selectivity for members of the ERK family of MAP kinases and is localized to the cytoplasm and nucleus. Aberrant expression of this gene is associated with type 2 diabetes and cancer progression in several cell types. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Jan 2016]",ENSCGRG00015004491,ENSCGRG00001015656,XM_007647058,XP_007645248,"['GO:0016787', 'GO:0004721', 'GO:0006470', 'GO:0004725', 'GO:0008138', 'GO:0016791', 'GO:0017017', 'GO:0016311', 'GO:0005737', 'GO:0004722', 'GO:0043409', 'GO:0017018']", ,1852,DUSP9,Protein Product Synthesis
100764374,Pdgfrb,platelet derived growth factor receptor beta,"The protein encoded by this gene is a cell surface tyrosine kinase receptor for members of the platelet-derived growth factor family. These growth factors are mitogens for cells of mesenchymal origin. The identity of the growth factor bound to a receptor monomer determines whether the functional receptor is a homodimer (PDGFB or PDGFD) or a heterodimer (PDGFA and PDGFB). This gene is essential for normal development of the cardiovascular system and aids in rearrangement of the actin cytoskeleton. This gene is flanked on chromosome 5 by the genes for granulocyte-macrophage colony-stimulating factor and macrophage-colony stimulating factor receptor; all three genes may be implicated in the 5-q syndrome. A translocation between chromosomes 5 and 12, that fuses this gene to that of the ETV6 gene, results in chronic myeloproliferative disorder with eosinophilia. [provided by RefSeq, Aug 2017]",ENSCGRG00015021159,ENSCGRG00001022643,XM_027439247,XP_027295048,"['GO:0007165', 'GO:0005886', 'GO:0048015', 'GO:0004713', 'GO:0046488', 'GO:0008284', 'GO:0005019', 'GO:0043231', 'GO:0019899', 'GO:0030335', 'GO:0005794', 'GO:0005102', 'GO:0019901', 'GO:0010863', 'GO:0016477', 'GO:0043552', 'GO:0016020', 'GO:0005161', 'GO:0070374', 'GO:0048008', 'GO:0048661', 'GO:0032516', 'GO:0046777', 'GO:0038085', 'GO:0048407', 'GO:0018108', 'GO:0038091', 'GO:0060326', 'GO:0005019', 'GO:0014911', 'GO:0035791', 'GO:0048008', 'GO:0004714', 'GO:0007169', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524']", ,5159,PDGFRB,Protein Product Synthesis
100764596,Mpi,mannose phosphate isomerase,"Phosphomannose isomerase catalyzes the interconversion of fructose-6-phosphate and mannose-6-phosphate and plays a critical role in maintaining the supply of D-mannose derivatives, which are required for most glycosylation reactions. Mutations in the MPI gene were found in patients with carbohydrate-deficient glycoprotein syndrome, type Ib. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]",ENSCGRG00015024984,ENSCGRG00001013299,XM_003511216,XP_003511264,"['GO:0046872', 'GO:0008270', 'GO:0016853', 'GO:0005975', 'GO:0009298', 'GO:0004476', 'GO:0061611']",G3I837,4351,MPI,Carbohydrates Metabolism
100760062,Nos2,nitric oxide synthase 2,,ENSCGRG00015015156,,XM_035456615,XP_035312506,, ,4843,NOS2,Amino Acid Metabolism
100751193,B3gntl1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1","Predicted to enable glycosyltransferase activity. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015023771,ENSCGRG00001024981,XM_027441854,XP_027297655,"['GO:0016740', 'GO:0016757', nan]",G3I447,146712,B3GNTL1,Protein Product Synthesis
100767663,Idua,alpha-L-iduronidase,"This gene encodes an enzyme that hydrolyzes the terminal alpha-L-iduronic acid residues of two glycosaminoglycans, dermatan sulfate and heparan sulfate. This hydrolysis is required for the lysosomal degradation of these glycosaminoglycans. Mutations in this gene that result in enzymatic deficiency lead to the autosomal recessive disease mucopolysaccharidosis type I (MPS I). [provided by RefSeq, Jul 2008]",ENSCGRG00015015937,ENSCGRG00001021620,XM_007642986,XP_007641176,"['GO:0003940', 'GO:0030209', 'GO:0030211', 'GO:0004553', 'GO:0005975', 'GO:0005515']", ,3425,IDUA,Carbohydrates Metabolism
100754828,Lyn,"LYN proto-oncogene, Src family tyrosine kinase","This gene encodes a tyrosine protein kinase, which maybe involved in the regulation of mast cell degranulation, and erythroid differentiation. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2011]",ENSCGRG00015023048,ENSCGRG00001023003,XM_035460429,XP_035316320,"['GO:0005886', 'GO:0005634', 'GO:0005737', 'GO:0005794', 'GO:0006974', 'GO:0004713', 'GO:0004715', 'GO:0048471', 'GO:0008284', 'GO:0032991', 'GO:0030335', 'GO:0030097', 'GO:0006468', 'GO:0008285', 'GO:0045121', 'GO:0043231', 'GO:0030218', 'GO:0097028', 'GO:0044325', 'GO:0140031', 'GO:0004672', 'GO:0046777', 'GO:0050727', 'GO:0018108', 'GO:0043552', 'GO:0035556', 'GO:0050853', 'GO:0051279', 'GO:0017124', 'GO:0070372', 'GO:0031175', 'GO:0090330', 'GO:0070667', 'GO:0050855', 'GO:0043304', 'GO:0031663', 'GO:0001934', 'GO:0001933', 'GO:0070373', 'GO:0044877', 'GO:0002244', 'GO:0010976', 'GO:0071300', 'GO:0043407', 'GO:0001782', 'GO:0034142', 'GO:0042531', 'GO:0009725', 'GO:0033628', 'GO:0001817', 'GO:0034144', 'GO:1902961', 'GO:0007169', 'GO:0030889', 'GO:2000670', 'GO:0046875', 'GO:0002431', 'GO:0002513', 'GO:0002576', 'GO:0002762', 'GO:0002768', 'GO:0002774', 'GO:0002902', 'GO:0033003', 'GO:0034136', 'GO:0045646', 'GO:0070304', 'GO:0070668', 'GO:0090025', 'GO:1902532', 'GO:0004713', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0097110', 'GO:0038159']", ,4067,LYN,Protein Product Synthesis
100766032,LOC100766032,"cytochrome c1, heme protein, mitochondrial","This gene encodes a subunit of the cytochrome bc1 complex, which plays an important role in the mitochondrial respiratory chain by transferring electrons from the Rieske iron-sulfur protein to cytochrome c. Mutations in this gene may cause mitochondrial complex III deficiency, nuclear type 6. [provided by RefSeq, Dec 2013]",ENSCGRG00015020501,ENSCGRG00001014828,XM_003507673,XP_003507721,"['GO:0005739', 'GO:0009055', 'GO:0020037', 'GO:0005750']", ,1537,CYC1,Energy Metabolism
100751809,Tesk2,testis associated actin remodelling kinase 2,"This gene product is a serine/threonine protein kinase that contains an N-terminal protein kinase domain that is structurally similar to the kinase domains of testis-specific protein kinase-1 and the LIM motif-containing protein kinases (LIMKs). Its overall structure is most related to the former, indicating that it belongs to the TESK subgroup of the LIMK/TESK family of protein kinases. This gene is predominantly expressed in testis and prostate. The developmental expression pattern of the rat gene in testis suggests an important role for this gene in meitoic stages and/or early stages of spermiogenesis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2016]",ENSCGRG00015024998,ENSCGRG00001024966,XM_016965589,XP_016821078,"['GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0000166', 'GO:0005524', 'GO:0004672', 'GO:0016301', 'GO:0006468', 'GO:0016310', 'GO:0005654', 'GO:0016604', 'GO:0006468', 'GO:0004672', 'GO:0005524']",G3GYQ3,10420,TESK2,Protein Product Synthesis
100774638,Rft1,RFT1 homolog,"This gene encodes an enzyme which catalyzes the translocation of the Man(5)GlcNAc (2)-PP-Dol intermediate from the cytoplasmic to the luminal side of the endoplasmic reticulum membrane in the pathway for the N-glycosylation of proteins. Mutations in this gene are associated with congenital disorder of glycosylation type In.[provided by RefSeq, Dec 2008]",ENSCGRG00015027967,ENSCGRG00001004189,XM_003496117,XP_003496165,"['GO:0006488', 'GO:0016021']",A0A8C2QDF7,91869,RFT1,Protein Product Synthesis
100689041,Hspg2,heparan sulfate proteoglycan 2,"This gene encodes the perlecan protein, which consists of a core protein to which three long chains of glycosaminoglycans (heparan sulfate or chondroitin sulfate) are attached. The perlecan protein is a large multidomain proteoglycan that binds to and cross-links many extracellular matrix components and cell-surface molecules. It has been shown that this protein interacts with laminin, prolargin, collagen type IV, FGFBP1, FBLN2, FGF7 and transthyretin, etc., and it plays essential roles in multiple biological activities. Perlecan is a key component of the vascular extracellular matrix, where it helps to maintain the endothelial barrier function. It is a potent inhibitor of smooth muscle cell proliferation and is thus thought to help maintain vascular homeostasis. It can also promote growth factor (e.g., FGF2) activity and thus stimulate endothelial growth and re-generation. It is a major component of basement membranes, where it is involved in the stabilization of other molecules as well as being involved with glomerular permeability to macromolecules and cell adhesion. Mutations in this gene cause Schwartz-Jampel syndrome type 1, Silverman-Handmaker type of dyssegmental dysplasia, and tardive dyskinesia. Alternative splicing of this gene results in multiple transcript variants. [provided by RefSeq, May 2014]",ENSCGRG00015021605,ENSCGRG00001024687,XM_007644229,XP_007642419,"['GO:0008022', 'GO:0005509', 'GO:0005515', 'GO:0005509', 'GO:0005515']", ,3339,HSPG2,Protein Product Synthesis
100753522,LOC100753522,acyl-coenzyme A thioesterase 1,,,,XM_003505144,XP_003505192,, ,10965,ACOT2,Lipid Metabolism
100770704,Nox1,NADPH oxidase 1,"This gene encodes a member of the NADPH oxidase family of enzymes responsible for the catalytic one-electron transfer of oxygen to generate superoxide or hydrogen peroxide. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Nov 2012]",ENSCGRG00015000918,ENSCGRG00001023137,XM_003499620,XP_003499668,"['GO:0016020', 'GO:0016491', 'GO:0016175', 'GO:0001525', 'GO:0003081', 'GO:0008284', 'GO:0010575', 'GO:0016477', 'GO:0030198', 'GO:0042554', 'GO:0042743', 'GO:0043410', 'GO:0045726', 'GO:0046330', 'GO:0051454', 'GO:0071455', 'GO:0072592', 'GO:1902177', 'GO:1990451', 'GO:0005737', 'GO:0005768', 'GO:0005769', 'GO:0043020', 'GO:0031267', 'GO:0000165', 'GO:0007254', 'GO:0008631', 'GO:0042554', 'GO:0016175', 'GO:0016491', 'GO:0016020', 'GO:0042554', 'GO:0016175', 'GO:0016491', 'GO:0016020']", ,27035,NOX1,Energy Metabolism
100763147,Hmgcll1,3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1,"Enables hydroxymethylglutaryl-CoA lyase activity. Involved in ketone body biosynthetic process. Located in several cellular components, including cytosol; endoplasmic reticulum; and perinuclear region of cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015014442,ENSCGRG00001014320,XM_035457982,XP_035313873,"['GO:0016020', 'GO:0005783', 'GO:0005829', 'GO:0048471', 'GO:0004419', 'GO:0046951', 'GO:0046951', 'GO:0016833', 'GO:0004419', 'GO:0003824', 'GO:0016020', 'GO:0046951', 'GO:0016833', 'GO:0004419', 'GO:0003824', 'GO:0016020', 'GO:0046951', 'GO:0016833', 'GO:0004419', 'GO:0003824', 'GO:0016020', 'GO:0046951', 'GO:0016833', 'GO:0004419', 'GO:0003824', 'GO:0016020']", ,54511,HMGCLL1,Lipid Metabolism
100759818,Etfbkmt,electron transfer flavoprotein subunit beta lysine methyltransferase,"Enables heat shock protein binding activity and protein-lysine N-methyltransferase activity. Involved in negative regulation of electron transfer activity; negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase; and peptidyl-lysine trimethylation. Located in mitochondrial matrix. Part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015002546,ENSCGRG00001018178,XM_035457781,XP_035313672,"['GO:0005737', 'GO:0005759', 'GO:0032991', 'GO:0031072', 'GO:0016279', 'GO:0018022', 'GO:0018023', 'GO:1904733', 'GO:1904736']",A0A8C2MGD9,254013,ETFBKMT,Amino Acid Metabolism
100773997,Acer1,alkaline ceramidase 1,"Ceramides are synthesized during epidermal differentiation and accumulate within the interstices of the stratum corneum, where they represent critical components of the epidermal permeability barrier. Excess cellular ceramide can trigger antimitogenic signals and induce apoptosis, and the ceramide metabolites sphingosine and sphingosine-1-phosphate (S1P) are important bioregulatory molecules. Ceramide hydrolysis in the nucleated cell layers regulates keratinocyte proliferation and apoptosis in response to external stress. Ceramide hydrolysis also occurs at the stratum corneum, releasing free sphingoid base that functions as an endogenous antimicrobial agent. ACER1 is highly expressed in epidermis and catalyzes the hydrolysis of very long chain ceramides to generate sphingosine (Houben et al., 2006 [PubMed 16477081]; Sun et al., 2008 [PubMed 17713573]).[supplied by OMIM, Jul 2010]",ENSCGRG00015001863,ENSCGRG00001016857,XM_016975277,XP_016830766,"['GO:0005783', 'GO:0019216', 'GO:0006665', 'GO:0030216', 'GO:0030154', 'GO:0046514', 'GO:0017040', 'GO:0071633', 'GO:0008544', 'GO:0010446', 'GO:0030148', 'GO:0033561', 'GO:0046512', 'GO:0046512', 'GO:0046514', 'GO:0048733', 'GO:0071277', 'GO:0006672', 'GO:0016811', 'GO:0016021']", ,125981,ACER1,Lipid Metabolism
100689275,Cyp7a1,"cytochrome P450, family 7, subfamily a, polypeptide 1","This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This endoplasmic reticulum membrane protein catalyzes the first reaction in the cholesterol catabolic pathway in the liver, which converts cholesterol to bile acids. This reaction is the rate limiting step and the major site of regulation of bile acid synthesis, which is the primary mechanism for the removal of cholesterol from the body. Polymorphisms in the promoter of this gene are associated with defects in bile acid synthesis. [provided by RefSeq, Feb 2010]",ENSCGRG00015022843,ENSCGRG00001023767,NM_001244401,NP_001231330,"['GO:0016020', 'GO:0046872', 'GO:0016491', 'GO:0005783', 'GO:0005789', 'GO:0004497', 'GO:0005506', 'GO:0016705', 'GO:0020037', 'GO:0042632', 'GO:0008203', 'GO:0008123', 'GO:0006699', 'GO:0006707', 'GO:0070857', 'GO:0071333']",P46634,1581,CYP7A1,Lipid Metabolism
100757890,P4ha1,prolyl 4-hydroxylase subunit alpha 1,"This gene encodes a component of prolyl 4-hydroxylase, a key enzyme in collagen synthesis composed of two identical alpha subunits and two beta subunits. The encoded protein is one of several different types of alpha subunits and provides the major part of the catalytic site of the active enzyme. In collagen and related proteins, prolyl 4-hydroxylase catalyzes the formation of 4-hydroxyproline that is essential to the proper three-dimensional folding of newly synthesized procollagen chains. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]",ENSCGRG00015009068,ENSCGRG00001007006,XM_003503746,XP_003503794,"['GO:0042802', 'GO:0005739', 'GO:0043231', 'GO:0005783', 'GO:0030199', 'GO:0018401', 'GO:0004656', 'GO:0016222', 'GO:0004656', 'GO:0005783', 'GO:0031418', 'GO:0016705', 'GO:0005506', 'GO:0005515', 'GO:0004656', 'GO:0005783', 'GO:0031418', 'GO:0016705', 'GO:0005506', 'GO:0005515', 'GO:0004656', 'GO:0005783', 'GO:0031418', 'GO:0016705', 'GO:0005506', 'GO:0005515']",A0A8C2LLS9,5033,P4HA1,Amino Acid Metabolism
100751162,Coq6,"coenzyme Q6, monooxygenase","The protein encoded by this gene belongs to the ubiH/COQ6 family. It is an evolutionarily conserved monooxygenase required for the biosynthesis of coenzyme Q10 (or ubiquinone), which is an essential component of the mitochondrial electron transport chain, and one of the most potent lipophilic antioxidants implicated in the protection of cell damage by reactive oxygen species. Knockdown of this gene in mouse and zebrafish results in decreased growth due to increased apoptosis. Mutations in this gene are associated with autosomal recessive coenzyme Q10 deficiency-6 (COQ10D6), which manifests as nephrotic syndrome with sensorineural deafness. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jun 2012]",ENSCGRG00015028355,ENSCGRG00001024043,XM_003505137,XP_003505185,"['GO:0005739', 'GO:0016709', 'GO:0006744', 'GO:0071949', 'GO:0016705', 'GO:0050660', 'GO:0008681', 'GO:0005743', 'GO:0110142', 'GO:0016709', 'GO:0006744', 'GO:0071949', 'GO:0016705', 'GO:0050660', 'GO:0008681']",A0A8C2QP73,51004,COQ6,Vitamin & Cofactor Metabolism
100771246,Sdhb,succinate dehydrogenase complex iron sulfur subunit B,"This tumor suppressor gene encodes the iron-sulfur protein subunit of the succinate dehydrogenase (SDH) enzyme complex which plays a critical role in mitochondria. The SDH enzyme complex is composed of four nuclear-encoded subunits. This enzyme complex converts succinate to fumarate which releases electrons as part of the citric acid cycle, and the enzyme complex additionally provides an attachment site for released electrons to be transferred to the oxidative phosphorylation pathway. The SDH enzyme complex plays a role in oxygen-related gene regulation through its conversion of succinate, which is an oxygen sensor that stabilizes the hypoxia-inducible factor 1 (HIF1) transcription factor. Sporadic and familial mutations in this gene result in paragangliomas, pheochromocytoma, and gastrointestinal stromal tumors, supporting a link between mitochondrial dysfunction and tumorigenesis. Mutations in this gene are also implicated in nuclear type 4 mitochondrial complex II deficiency. [provided by RefSeq, Jun 2022]",ENSCGRG00015025667,ENSCGRG00001015548,XM_007653636,XP_007651826,"['GO:0046872', 'GO:0009055', 'GO:0022900', 'GO:0006099', 'GO:0005739', 'GO:0016491', 'GO:0051536', 'GO:0051539', 'GO:0005743', 'GO:0008177', 'GO:0051537', 'GO:0051538', 'GO:0005654', 'GO:0005749', 'GO:0005886', 'GO:0045273', 'GO:1901564', 'GO:0055086', 'GO:0102040', 'GO:0045257']", ,6390,SDHB,Energy Metabolism
100754969,Csgalnact1,chondroitin sulfate N-acetylgalactosaminyltransferase 1,"This gene encodes an enzyme that transfers N-acetylglucosamine (GalNAc) to the core tetrasaccharide linker and to elongating chondroitin sulfate chains in proteoglycans. Knockout of the orthologous mouse gene indicates that the protein is necessary for normal cartilage development and aggrecan metabolism. Mutations in this gene are associated with multiple sclerosis progression, and with mild skeletal dysplasia and joint laxity. [provided by RefSeq, Aug 2017]",ENSCGRG00015028496,ENSCGRG00001009227,XM_035454183,XP_035310074,"['GO:0016020', 'GO:0016740', 'GO:0005794', 'GO:0032580', 'GO:0008376', 'GO:0001958', 'GO:0030198', 'GO:0030204', 'GO:0051216', 'GO:0030206', 'GO:0047238', 'GO:0008955', 'GO:0015020', 'GO:0047237', 'GO:0019276', 'GO:0046398', 'GO:0050653']", ,55790,CSGALNACT1,Protein Product Synthesis
100770894,Pla2g4e,phospholipase A2 group IVE,"This gene encodes a member of the cytosolic phospholipase A2 group IV family. Members of this family are involved in regulation of membrane tubule-mediated transport. The enzyme encoded by this member of the family plays a role in trafficking through the clathrin-independent endocytic pathway. The enzyme regulates the recycling process via formation of tubules that transport internalized clathrin-independent cargo proteins back to the cell surface. [provided by RefSeq, Jan 2017]",ENSCGRG00015022800,ENSCGRG00001014471,XM_016969072,XP_016824561,"['GO:0005886', 'GO:0005765', 'GO:0031901', 'GO:0070273', 'GO:0005737', 'GO:0005547', 'GO:0043325', 'GO:0005546', 'GO:0010314', 'GO:0032266', 'GO:0080025', 'GO:0016410', 'GO:0070292', 'GO:0004623', 'GO:2001137', 'GO:0009395', 'GO:0004620', 'GO:0005509']", ,123745,PLA2G4E,Lipid Metabolism
100761878,Kmt5b,lysine methyltransferase 5B,"This gene encodes a protein that contains a SET domain. SET domains appear to be protein-protein interaction domains that mediate interactions with a family of proteins that display similarity with dual-specificity phosphatases (dsPTPases). The function of this gene has not been determined. Several alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2014]",ENSCGRG00015019654,ENSCGRG00001019834,XM_027442097,XP_027297898,"['GO:0006281', 'GO:0018024', 'GO:0003682', 'GO:0005654', 'GO:1904047', 'GO:0000779', 'GO:2001034', 'GO:0042799', 'GO:0045830', 'GO:0042799', 'GO:0005515', 'GO:0034772', 'GO:0042799', 'GO:0005515', 'GO:0034772', 'GO:0042799', 'GO:0005515', 'GO:0034772']", ,51111,KMT5B,Amino Acid Metabolism
100751531,Acp6,"acid phosphatase 6, lysophosphatidic","This gene encodes a member of the histidine acid phosphatase protein family. The encoded protein hydrolyzes lysophosphatidic acid, which is involved in G protein-coupled receptor signaling, lipid raft modulation, and in balancing lipid composition within the cell. Alternative splicing results in multiple transcript variants. [provided by RefSeq, May 2016]",ENSCGRG00015024918,ENSCGRG00001024205,XM_035448065,XP_035303956,"['GO:0016787', 'GO:0003993', 'GO:0052642', 'GO:0002244', 'GO:0006644', 'GO:2001311', 'GO:0005737', 'GO:0005739']", ,51205,ACP6,Nucleotide Metabolism
